,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Identifier_cat,Outlet_Identifier_cat
4846,1023,12.1,Low Fat,13,148.2734,6,2004,Small,Tier 2,Supermarket Type1,3266.4148,FDV09,OUT035
4847,980,19.25,Regular,5,85.2908,1,1987,High,Tier 3,Supermarket Type1,671.1264,FDU16,OUT013
4848,293,8.71,Regular,3,183.3924,8,1997,Small,Tier 1,Supermarket Type1,3146.5708,FDD26,OUT046
4849,1268,10.5,Low Fat,9,170.9106,1,1987,High,Tier 3,Supermarket Type1,3251.1014,NCA29,OUT013
4850,1235,11.6,Regular,4,240.8222,3,2009,Medium,Tier 3,Supermarket Type2,3585.333,FDZ26,OUT018
4851,962,16.0,Regular,6,55.9246,0,1998,High,Tier 3,Grocery Store,405.4722,FDT56,OUT010
4852,370,6.865,Low Fat,13,214.6218,7,2002,High,Tier 2,Supermarket Type1,1923.4962,FDF22,OUT045
4853,443,10.395,Low Fat,12,159.5604,7,2002,High,Tier 2,Supermarket Type1,2852.2872,FDH21,OUT045
4854,305,8.05,Regular,6,259.0646,8,1997,Small,Tier 1,Supermarket Type1,4380.2982,FDD44,OUT046
4855,912,5.785,Regular,6,264.2252,2,2007,High,Tier 2,Supermarket Type1,3934.878,FDS56,OUT017
4856,369,10.3,Regular,6,191.653,9,1999,Medium,Tier 1,Supermarket Type1,5313.084,FDF21,OUT049
4857,643,12.5,Low Fat,6,103.099,3,2009,Medium,Tier 3,Supermarket Type2,722.393,FDM44,OUT018
4858,102,7.63,Low Fat,14,92.5436,9,1999,Medium,Tier 1,Supermarket Type1,1607.2412,DRK01,OUT049
4859,705,13.5,Regular,13,78.396,6,2004,Small,Tier 2,Supermarket Type1,1438.128,FDO22,OUT035
4860,771,17.5,Low Fat,13,101.299,7,2002,High,Tier 2,Supermarket Type1,722.393,FDP57,OUT045
4861,47,12.857645184136183,Low Fat,14,112.0518,4,1985,Small,Tier 1,Grocery Store,113.8518,DRF49,OUT019
4862,103,8.21,Low Fat,7,150.5392,3,2009,Medium,Tier 3,Supermarket Type2,1043.9744,DRK11,OUT018
4863,959,11.65,Regular,10,110.9544,3,2009,Medium,Tier 3,Supermarket Type2,335.5632,FDT51,OUT018
4864,355,18.5,Low Fat,13,119.8124,2,2007,High,Tier 2,Supermarket Type1,4029.4216,FDE58,OUT017
4865,935,7.72,Regular,1,78.7986,3,2009,Medium,Tier 3,Supermarket Type2,856.8846,FDT23,OUT018
4866,1496,5.88,Low Fat,9,149.4392,6,2004,Small,Tier 2,Supermarket Type1,1640.5312,NCT42,OUT035
4867,530,6.85,Low Fat,5,262.3594,6,2004,Small,Tier 2,Supermarket Type1,3924.891,FDJ41,OUT035
4868,1320,12.857645184136183,Low Fat,9,176.1712,5,1985,Medium,Tier 3,Supermarket Type3,3691.1952,NCF42,OUT027
4869,158,7.52,Low Fat,6,128.8994,1,1987,High,Tier 3,Supermarket Type1,2055.9904,FDA19,OUT013
4870,1073,13.65,Regular,13,81.2302,8,1997,Small,Tier 1,Supermarket Type1,2059.9852,FDW09,OUT046
4871,1425,12.857645184136183,Low Fat,9,46.2086,5,1985,Medium,Tier 3,Supermarket Type3,802.9548,NCO14,OUT027
4872,718,6.985,Regular,10,185.2608,7,2002,High,Tier 2,Supermarket Type1,2940.1728,FDO39,OUT045
4873,855,12.857645184136183,Low Fat,13,240.6222,5,1985,Medium,Tier 3,Supermarket Type3,4302.3996,FDR45,OUT027
4874,156,9.3,Low Fat,4,248.9092,0,1998,High,Tier 3,Grocery Store,498.0184,FDA15,OUT010
4875,1177,12.1,Low Fat,3,74.767,1,1987,High,Tier 3,Supermarket Type1,2220.443,FDY13,OUT013
4876,1190,5.98,Low Fat,6,145.3418,3,2009,Medium,Tier 3,Supermarket Type2,2354.2688,FDY31,OUT018
4877,1482,9.0,Low Fat,8,266.2884,9,1999,Medium,Tier 1,Supermarket Type1,2914.8724,NCS29,OUT049
4878,536,7.145,Low Fat,5,160.6578,3,2009,Medium,Tier 3,Supermarket Type2,2246.4092,FDJ52,OUT018
4879,1535,19.0,Low Fat,8,211.7244,7,2002,High,Tier 2,Supermarket Type1,2752.4172,NCX41,OUT045
4880,802,7.855,Regular,0,35.6848,7,2002,High,Tier 2,Supermarket Type1,335.5632,FDQ36,OUT045
4881,1045,19.5,Low Fat,1,156.1314,6,2004,Small,Tier 2,Supermarket Type1,2792.3652,FDV35,OUT035
4882,318,8.71,Low Fat,3,92.7778,8,1997,Small,Tier 1,Supermarket Type1,1032.6558,FDE02,OUT046
4883,170,11.5,Low Fat,15,173.908,3,2009,Medium,Tier 3,Supermarket Type2,1211.756,FDA34,OUT018
4884,1385,18.85,Low Fat,9,244.3144,9,1999,Medium,Tier 1,Supermarket Type1,5635.3312,NCL42,OUT049
4885,325,13.65,Regular,3,98.77,7,2002,High,Tier 2,Supermarket Type1,1697.79,FDE14,OUT045
4886,21,6.135,Low Fat,14,114.386,9,1999,Medium,Tier 1,Supermarket Type1,1018.674,DRD25,OUT049
4887,37,5.655,Low Fat,14,146.9102,3,2009,Medium,Tier 3,Supermarket Type2,1749.7224,DRF01,OUT018
4888,380,14.85,Regular,4,261.291,1,1987,High,Tier 3,Supermarket Type1,10256.649,FDF39,OUT013
4889,732,20.75,Regular,2,153.7682,6,2004,Small,Tier 2,Supermarket Type1,1829.6184,FDP01,OUT035
4890,197,10.0,Low Fat,13,234.859,3,2009,Medium,Tier 3,Supermarket Type2,1181.795,FDB10,OUT018
4891,1178,10.3,Low Fat,4,263.6226,6,2004,Small,Tier 2,Supermarket Type1,6608.065,FDY14,OUT035
4892,864,5.675,Regular,13,156.1288,8,1997,Small,Tier 1,Supermarket Type1,2828.3184,FDR57,OUT046
4893,1336,5.51,Low Fat,8,98.9726,3,2009,Medium,Tier 3,Supermarket Type2,1565.9616,NCH29,OUT018
4894,532,17.75,Low Fat,12,33.9216,7,2002,High,Tier 2,Supermarket Type1,830.9184,FDJ45,OUT045
4895,1253,17.75,Low Fat,0,113.1544,3,2009,Medium,Tier 3,Supermarket Type2,1006.6896,FDZ48,OUT018
4896,1052,8.365,Regular,6,189.2188,7,2002,High,Tier 2,Supermarket Type1,4570.0512,FDV44,OUT045
4897,820,12.857645184136183,Regular,3,200.4742,4,1985,Small,Tier 1,Grocery Store,398.1484,FDR01,OUT019
4898,1260,10.0,Regular,13,128.2994,1,1987,High,Tier 3,Supermarket Type1,1413.4934,FDZ57,OUT013
4899,473,18.2,Regular,6,250.1092,9,1999,Medium,Tier 1,Supermarket Type1,5727.2116,FDI08,OUT049
4900,1,19.35,Regular,14,163.3868,6,2004,Small,Tier 2,Supermarket Type1,3439.5228,DRA24,OUT035
4901,899,12.857645184136183,Low Fat,10,143.7812,5,1985,Medium,Tier 3,Supermarket Type3,4986.842,FDS39,OUT027
4902,1383,7.39,Low Fat,11,141.447,1,1987,High,Tier 3,Supermarket Type1,2290.352,NCL31,OUT013
4903,298,7.945,Low Fat,13,163.821,9,1999,Medium,Tier 1,Supermarket Type1,1794.331,FDD34,OUT049
4904,257,16.0,Regular,13,157.0972,8,1997,Small,Tier 1,Supermarket Type1,4673.916,FDC34,OUT046
4905,1363,20.1,Low Fat,8,59.2536,8,1997,Small,Tier 1,Supermarket Type1,735.0432,NCK05,OUT046
4906,212,20.6,Low Fat,6,94.4778,0,1998,High,Tier 3,Grocery Store,93.8778,FDB32,OUT010
4907,237,8.575,Regular,4,196.5794,2,2007,High,Tier 2,Supermarket Type1,5267.1438,FDC03,OUT017
4908,702,17.7,Regular,6,47.9034,3,2009,Medium,Tier 3,Supermarket Type2,729.051,FDO19,OUT018
4909,1237,20.0,Regular,5,125.4678,0,1998,High,Tier 3,Grocery Store,127.1678,FDZ28,OUT010
4910,559,5.695,Low Fat,5,256.0646,0,1998,High,Tier 3,Grocery Store,1288.323,FDK28,OUT010
4911,1504,5.11,Low Fat,9,164.721,3,2009,Medium,Tier 3,Supermarket Type2,3588.662,NCU30,OUT018
4912,1063,15.25,Regular,13,178.166,7,2002,High,Tier 2,Supermarket Type1,4853.682,FDV57,OUT045
4913,191,12.857645184136183,Regular,3,177.837,5,1985,Medium,Tier 3,Supermarket Type3,6704.606,FDB02,OUT027
4914,312,18.25,Regular,4,110.357,1,1987,High,Tier 3,Supermarket Type1,2087.283,FDD52,OUT013
4915,675,15.6,Regular,13,170.6132,1,1987,High,Tier 3,Supermarket Type1,6595.4148,FDN34,OUT013
4916,227,13.0,Low Fat,3,76.3986,9,1999,Medium,Tier 1,Supermarket Type1,778.986,FDB50,OUT049
4917,911,7.02,Low Fat,6,147.3734,9,1999,Medium,Tier 1,Supermarket Type1,2524.0478,FDS55,OUT049
4918,836,19.7,Low Fat,13,177.537,8,1997,Small,Tier 1,Supermarket Type1,3175.866,FDR21,OUT046
4919,1295,9.1,Low Fat,9,112.5518,9,1999,Medium,Tier 1,Supermarket Type1,341.5554,NCD07,OUT049
4920,697,8.0,Regular,1,249.9092,0,1998,High,Tier 3,Grocery Store,249.0092,FDO11,OUT010
4921,1292,17.75,Low Fat,8,240.9196,3,2009,Medium,Tier 3,Supermarket Type2,4579.3724,NCC54,OUT018
4922,1045,19.5,Low Fat,1,156.4314,9,1999,Medium,Tier 1,Supermarket Type1,2326.971,FDV35,OUT049
4923,1503,7.685,Low Fat,8,145.276,8,1997,Small,Tier 1,Supermarket Type1,3515.424,NCU29,OUT046
4924,1557,9.6,Low Fat,8,188.7214,0,1998,High,Tier 3,Grocery Store,376.8428,NCZ53,OUT010
4925,27,19.6,Low Fat,4,45.5718,0,1998,High,Tier 3,Grocery Store,47.2718,DRE03,OUT010
4926,1222,17.6,Low Fat,13,163.6868,0,1998,High,Tier 3,Grocery Store,163.7868,FDZ09,OUT010
4927,343,15.6,Regular,4,63.6194,7,2002,High,Tier 2,Supermarket Type1,743.0328,FDE40,OUT045
4928,1481,12.65,Low Fat,9,108.4938,9,1999,Medium,Tier 1,Supermarket Type1,1500.7132,NCS18,OUT049
4929,1136,12.857645184136183,Low Fat,0,94.4462,5,1985,Medium,Tier 3,Supermarket Type3,2036.0164,FDX24,OUT027
4930,895,12.857645184136183,Regular,13,112.1518,5,1985,Medium,Tier 3,Supermarket Type3,3870.9612,FDS34,OUT027
4931,1487,14.5,Low Fat,8,159.5604,7,2002,High,Tier 2,Supermarket Type1,1426.1436,NCS53,OUT045
4932,454,6.425,Low Fat,3,116.5808,3,2009,Medium,Tier 3,Supermarket Type2,2460.7968,FDH38,OUT018
4933,124,9.695,Low Fat,7,176.9344,7,2002,High,Tier 2,Supermarket Type1,5888.3352,DRM35,OUT045
4934,82,19.6,Low Fat,14,56.1614,1,1987,High,Tier 3,Supermarket Type1,828.921,DRI25,OUT013
4935,1439,20.7,Low Fat,9,152.8366,6,2004,Small,Tier 2,Supermarket Type1,2569.3222,NCP06,OUT035
4936,918,12.6,Low Fat,4,34.9874,2,2007,High,Tier 2,Supermarket Type1,529.311,FDT02,OUT017
4937,1440,8.275,Low Fat,9,104.2306,1,1987,High,Tier 3,Supermarket Type1,3658.571,NCP14,OUT013
4938,1301,12.857645184136183,Low Fat,9,106.1964,4,1985,Small,Tier 1,Grocery Store,210.3928,NCD43,OUT019
4939,745,19.85,Low Fat,6,128.102,1,1987,High,Tier 3,Supermarket Type1,1265.02,FDP20,OUT013
4940,545,7.36,Low Fat,5,55.2588,0,1998,High,Tier 3,Grocery Store,229.0352,FDK04,OUT010
4941,786,20.35,Regular,10,82.7276,0,1998,High,Tier 3,Grocery Store,162.4552,FDQ15,OUT010
4942,324,17.7,Regular,15,183.7924,9,1999,Medium,Tier 1,Supermarket Type1,2221.1088,FDE11,OUT049
4943,653,12.857645184136183,Low Fat,2,176.937,4,1985,Small,Tier 1,Grocery Store,352.874,FDN01,OUT019
4944,254,8.39,Regular,5,112.6176,6,2004,Small,Tier 2,Supermarket Type1,2175.8344,FDC29,OUT035
4945,268,9.195,Low Fat,0,81.6592,6,2004,Small,Tier 2,Supermarket Type1,1403.5064,FDC48,OUT035
4946,43,8.93,Low Fat,4,152.334,6,2004,Small,Tier 2,Supermarket Type1,2143.876,DRF27,OUT035
4947,1283,15.7,Low Fat,9,59.2562,1,1987,High,Tier 3,Supermarket Type1,296.281,NCB55,OUT013
4948,1534,16.7,Low Fat,9,246.3776,2,2007,High,Tier 2,Supermarket Type1,1981.4208,NCX30,OUT017
4949,132,12.857645184136183,Low Fat,14,95.0752,5,1985,Medium,Tier 3,Supermarket Type3,2588.6304,DRN36,OUT027
4950,736,20.5,Regular,6,194.1478,2,2007,High,Tier 2,Supermarket Type1,2906.217,FDP08,OUT017
4951,1299,12.857645184136183,Low Fat,9,163.7526,5,1985,Medium,Tier 3,Supermarket Type3,1973.4312,NCD31,OUT027
4952,569,11.65,Low Fat,12,112.286,2,2007,High,Tier 2,Supermarket Type1,452.744,FDK45,OUT017
4953,35,20.75,Low Fat,14,153.5024,9,1999,Medium,Tier 1,Supermarket Type1,2428.8384,DRE49,OUT049
4954,1010,12.857645184136183,Low Fat,5,157.563,5,1985,Medium,Tier 3,Supermarket Type3,1721.093,FDU52,OUT027
4955,313,16.2,Low Fat,5,41.7454,0,1998,High,Tier 3,Grocery Store,83.8908,FDD53,OUT010
4956,363,10.195,Regular,15,239.4538,7,2002,High,Tier 2,Supermarket Type1,4566.7222,FDF11,OUT045
4957,1471,12.857645184136183,Low Fat,9,73.4696,4,1985,Small,Tier 1,Grocery Store,298.2784,NCR30,OUT019
4958,279,13.3,Low Fat,4,233.03,1,1987,High,Tier 3,Supermarket Type1,5359.69,FDD03,OUT013
4959,361,6.215,Low Fat,6,37.4848,9,1999,Medium,Tier 1,Supermarket Type1,111.8544,FDF09,OUT049
4960,894,6.67,Regular,13,90.5514,3,2009,Medium,Tier 3,Supermarket Type2,974.0654,FDS33,OUT018
4961,544,12.6,Regular,4,255.5356,2,2007,High,Tier 2,Supermarket Type1,9664.7528,FDK03,OUT017
4962,295,12.15,Low Fat,5,254.7698,6,2004,Small,Tier 2,Supermarket Type1,5834.4054,FDD29,OUT035
4963,278,16.6,Low Fat,3,117.2124,9,1999,Medium,Tier 1,Supermarket Type1,1422.1488,FDD02,OUT049
4964,374,12.857645184136183,Regular,5,128.131,5,1985,Medium,Tier 3,Supermarket Type3,1687.803,FDF29,OUT027
4965,773,20.85,Regular,1,103.6648,8,1997,Small,Tier 1,Supermarket Type1,2285.0256,FDP59,OUT046
4966,1409,11.0,Low Fat,8,101.7358,6,2004,Small,Tier 2,Supermarket Type1,1508.037,NCN17,OUT035
4967,1404,15.6,Low Fat,11,185.5924,9,1999,Medium,Tier 1,Supermarket Type1,3146.5708,NCM55,OUT049
4968,302,12.857645184136183,Low Fat,4,217.685,4,1985,Small,Tier 1,Grocery Store,432.77,FDD39,OUT019
4969,869,10.195,Regular,4,194.5794,2,2007,High,Tier 2,Supermarket Type1,4096.6674,FDS02,OUT017
4970,663,12.6,Regular,5,105.099,7,2002,High,Tier 2,Supermarket Type1,1444.786,FDN16,OUT045
4971,630,20.2,Low Fat,13,255.7646,9,1999,Medium,Tier 1,Supermarket Type1,5410.9566,FDM21,OUT049
4972,509,18.0,Low Fat,5,116.5124,3,2009,Medium,Tier 3,Supermarket Type2,355.5372,FDJ04,OUT018
4973,958,6.75,Regular,4,96.7752,9,1999,Medium,Tier 1,Supermarket Type1,1342.2528,FDT50,OUT049
4974,634,12.35,Regular,10,158.1946,3,2009,Medium,Tier 3,Supermarket Type2,1104.5622,FDM27,OUT018
4975,931,7.59,Regular,6,173.108,7,2002,High,Tier 2,Supermarket Type1,2077.296,FDT19,OUT045
4976,804,14.8,Low Fat,10,190.5846,9,1999,Medium,Tier 1,Supermarket Type1,3630.6074,FDQ39,OUT049
4977,1504,5.11,Low Fat,9,161.721,8,1997,Small,Tier 1,Supermarket Type1,2446.815,NCU30,OUT046
4978,1188,6.38,Low Fat,4,177.4344,8,1997,Small,Tier 1,Supermarket Type1,1784.344,FDY27,OUT046
4979,1078,8.3,Regular,4,87.7198,8,1997,Small,Tier 1,Supermarket Type1,1569.9564,FDW14,OUT046
4980,519,16.7,Regular,13,143.8102,2,2007,High,Tier 2,Supermarket Type1,4811.7366,FDJ21,OUT017
4981,1155,12.857645184136183,Regular,1,156.5288,5,1985,Medium,Tier 3,Supermarket Type3,4870.9928,FDX47,OUT027
4982,576,9.695,Low Fat,6,185.2898,7,2002,High,Tier 2,Supermarket Type1,3367.6164,FDK56,OUT045
4983,1405,8.235,Low Fat,8,184.795,6,2004,Small,Tier 2,Supermarket Type1,1464.76,NCN05,OUT035
4984,252,10.195,Low Fat,3,112.1886,8,1997,Small,Tier 1,Supermarket Type1,667.1316,FDC26,OUT046
4985,928,10.695,Regular,4,119.244,1,1987,High,Tier 3,Supermarket Type1,3475.476,FDT14,OUT013
4986,897,8.38,Regular,0,109.857,6,2004,Small,Tier 2,Supermarket Type1,2306.997,FDS36,OUT035
4987,858,11.65,Low Fat,0,153.0024,0,1998,High,Tier 3,Grocery Store,455.4072,FDR48,OUT010
4988,620,9.195,Regular,5,52.0666,6,2004,Small,Tier 2,Supermarket Type1,615.1992,FDM04,OUT035
4989,1244,8.1,Regular,3,88.6198,8,1997,Small,Tier 1,Supermarket Type1,1569.9564,FDZ37,OUT046
4990,347,18.6,Low Fat,13,152.9366,2,2007,High,Tier 2,Supermarket Type1,453.4098,FDE46,OUT017
4991,1464,17.6,Low Fat,8,234.659,8,1997,Small,Tier 1,Supermarket Type1,8508.924,NCQ53,OUT046
4992,1416,20.25,Low Fat,9,148.0418,3,2009,Medium,Tier 3,Supermarket Type2,1177.1344,NCN42,OUT018
4993,66,5.98,Low Fat,7,53.3614,9,1999,Medium,Tier 1,Supermarket Type1,331.5684,DRH11,OUT049
4994,1348,18.75,Low Fat,9,207.8954,9,1999,Medium,Tier 1,Supermarket Type1,2292.3494,NCI42,OUT049
4995,921,5.82,Regular,6,255.333,7,2002,High,Tier 2,Supermarket Type1,4870.327,FDT07,OUT045
4996,121,8.52,Low Fat,14,153.3682,8,1997,Small,Tier 1,Supermarket Type1,914.8092,DRL60,OUT046
4997,404,15.5,Regular,6,178.4028,3,2009,Medium,Tier 3,Supermarket Type2,1239.7196,FDG20,OUT018
4998,390,16.7,Regular,6,182.7976,8,1997,Small,Tier 1,Supermarket Type1,1810.976,FDF56,OUT046
4999,1043,9.6,Regular,13,258.1304,3,2009,Medium,Tier 3,Supermarket Type2,2324.9736,FDV33,OUT018
5000,1319,9.13,Low Fat,9,151.4024,9,1999,Medium,Tier 1,Supermarket Type1,1973.4312,NCF31,OUT049
5001,317,10.5,Regular,15,78.296,8,1997,Small,Tier 1,Supermarket Type1,1438.128,FDD59,OUT046
5002,813,17.0,Low Fat,5,249.7434,9,1999,Medium,Tier 1,Supermarket Type1,4221.8378,FDQ52,OUT049
5003,737,12.857645184136183,Low Fat,13,211.6902,5,1985,Medium,Tier 3,Supermarket Type3,4247.804,FDP09,OUT027
5004,555,9.195,Low Fat,0,46.4744,6,2004,Small,Tier 2,Supermarket Type1,950.7624,FDK24,OUT035
5005,1267,10.1,Low Fat,9,117.8492,8,1997,Small,Tier 1,Supermarket Type1,1621.8888,NCA18,OUT046
5006,1305,8.18,Low Fat,9,140.5154,7,2002,High,Tier 2,Supermarket Type1,1701.7848,NCE07,OUT045
5007,644,8.655,Regular,13,122.6756,6,2004,Small,Tier 2,Supermarket Type1,2302.3364,FDM45,OUT035
5008,799,17.85,Regular,6,122.9388,8,1997,Small,Tier 1,Supermarket Type1,3095.97,FDQ32,OUT046
5009,490,10.65,Regular,13,229.8668,6,2004,Small,Tier 2,Supermarket Type1,4146.6024,FDI34,OUT035
5010,325,13.65,Regular,3,99.27,1,1987,High,Tier 3,Supermarket Type1,2596.62,FDE14,OUT013
5011,45,17.25,Low Fat,14,261.191,2,2007,High,Tier 2,Supermarket Type1,3155.892,DRF37,OUT017
5012,1102,9.5,Regular,6,169.7448,2,2007,High,Tier 2,Supermarket Type1,3579.3408,FDW44,OUT017
5013,276,16.7,Regular,15,63.6168,9,1999,Medium,Tier 1,Supermarket Type1,1342.2528,FDC59,OUT049
5014,1345,8.6,Low Fat,8,141.1154,0,1998,High,Tier 3,Grocery Store,425.4462,NCI29,OUT010
5015,1048,19.25,Low Fat,4,54.3956,3,2009,Medium,Tier 3,Supermarket Type2,1201.1032,FDV38,OUT018
5016,1254,11.0,Regular,3,222.0798,1,1987,High,Tier 3,Supermarket Type1,2864.9374,FDZ49,OUT013
5017,24,9.895,Low Fat,14,237.7564,7,2002,High,Tier 2,Supermarket Type1,3813.7024,DRD49,OUT045
5018,146,14.0,Regular,4,143.4786,8,1997,Small,Tier 1,Supermarket Type1,1589.2646,FDA02,OUT046
5019,1132,7.365,Low Fat,6,226.972,3,2009,Medium,Tier 3,Supermarket Type2,3848.324,FDX20,OUT018
5020,887,20.85,Regular,0,90.2514,1,1987,High,Tier 3,Supermarket Type1,619.8598,FDS24,OUT013
5021,505,7.64,Regular,13,93.412,8,1997,Small,Tier 1,Supermarket Type1,1491.392,FDI58,OUT046
5022,819,12.857645184136183,Regular,0,121.2098,4,1985,Small,Tier 1,Grocery Store,120.5098,FDQ60,OUT019
5023,522,17.7,Regular,10,103.3674,9,1999,Medium,Tier 1,Supermarket Type1,2546.685,FDJ27,OUT049
5024,1039,7.97,Regular,10,90.4514,2,2007,High,Tier 2,Supermarket Type1,1328.271,FDV27,OUT017
5025,1384,12.35,Low Fat,8,33.1216,8,1997,Small,Tier 1,Supermarket Type1,519.324,NCL41,OUT046
5026,1443,8.42,Low Fat,8,63.2168,8,1997,Small,Tier 1,Supermarket Type1,703.0848,NCP29,OUT046
5027,265,12.857645184136183,Low Fat,6,170.3106,5,1985,Medium,Tier 3,Supermarket Type3,3422.212,FDC45,OUT027
5028,674,6.305,Regular,13,93.2436,1,1987,High,Tier 3,Supermarket Type1,2079.9592,FDN33,OUT013
5029,8,5.92,Regular,14,49.8692,7,2002,High,Tier 2,Supermarket Type1,1133.1916,DRC01,OUT045
5030,615,15.1,Regular,13,260.2304,7,2002,High,Tier 2,Supermarket Type1,4908.2776,FDL57,OUT045
5031,1320,17.35,Low Fat,9,177.5712,0,1998,High,Tier 3,Grocery Store,527.3136,NCF42,OUT010
5032,423,7.405,Low Fat,3,89.9146,8,1997,Small,Tier 1,Supermarket Type1,1550.6482,FDG50,OUT046
5033,444,6.405,Low Fat,13,128.7678,9,1999,Medium,Tier 1,Supermarket Type1,3052.0272,FDH22,OUT049
5034,715,19.7,Low Fat,0,178.066,9,1999,Medium,Tier 1,Supermarket Type1,3954.852,FDO36,OUT049
5035,1170,17.7,Regular,5,162.721,3,2009,Medium,Tier 3,Supermarket Type2,978.726,FDY04,OUT018
5036,1222,17.6,Low Fat,13,161.8868,6,2004,Small,Tier 2,Supermarket Type1,4094.67,FDZ09,OUT035
5037,448,15.85,Regular,5,39.7506,9,1999,Medium,Tier 1,Supermarket Type1,721.0614,FDH28,OUT049
5038,673,17.5,Low Fat,6,185.1266,9,1999,Medium,Tier 1,Supermarket Type1,4795.0916,FDN32,OUT049
5039,96,12.857645184136183,Low Fat,14,150.8024,5,1985,Medium,Tier 3,Supermarket Type3,3339.6528,DRJ37,OUT027
5040,354,9.6,Low Fat,6,140.8154,2,2007,High,Tier 2,Supermarket Type1,1843.6002,FDE57,OUT017
5041,396,11.0,Regular,5,158.063,7,2002,High,Tier 2,Supermarket Type1,2659.871,FDG05,OUT045
5042,474,20.75,Regular,12,240.188,3,2009,Medium,Tier 3,Supermarket Type2,5992.2,FDI09,OUT018
5043,17,12.857645184136183,Low Fat,14,89.4146,5,1985,Medium,Tier 3,Supermarket Type3,2645.2234,DRD12,OUT027
5044,278,16.6,Low Fat,3,118.0124,0,1998,High,Tier 3,Grocery Store,592.562,FDD02,OUT010
5045,492,12.5,Regular,0,199.7426,8,1997,Small,Tier 1,Supermarket Type1,593.2278,FDI36,OUT046
5046,109,7.02,Low Fat,4,82.425,9,1999,Medium,Tier 1,Supermarket Type1,1414.825,DRK39,OUT049
5047,457,19.1,Regular,6,147.6418,6,2004,Small,Tier 2,Supermarket Type1,1471.418,FDH44,OUT035
5048,912,5.785,Regular,6,262.6252,9,1999,Medium,Tier 1,Supermarket Type1,524.6504,FDS56,OUT049
5049,101,11.65,Low Fat,7,40.3164,7,2002,High,Tier 2,Supermarket Type1,502.0132,DRJ59,OUT045
5050,1269,19.0,Low Fat,9,190.1872,0,1998,High,Tier 3,Grocery Store,567.2616,NCA30,OUT010
5051,367,5.19,Low Fat,5,197.811,7,2002,High,Tier 2,Supermarket Type1,2946.165,FDF17,OUT045
5052,1532,14.15,Low Fat,9,196.311,8,1997,Small,Tier 1,Supermarket Type1,3338.987,NCX18,OUT046
5053,1434,16.2,Low Fat,8,183.7608,3,2009,Medium,Tier 3,Supermarket Type2,2940.1728,NCO53,OUT018
5054,935,7.72,Regular,1,78.8986,9,1999,Medium,Tier 1,Supermarket Type1,623.1888,FDT23,OUT049
5055,1356,18.6,Low Fat,11,56.2588,8,1997,Small,Tier 1,Supermarket Type1,1030.6584,NCJ19,OUT046
5056,471,8.35,Regular,5,76.5354,2,2007,High,Tier 2,Supermarket Type1,1805.6496,FDI05,OUT017
5057,1356,18.6,Low Fat,11,55.6588,0,1998,High,Tier 3,Grocery Store,114.5176,NCJ19,OUT010
5058,1482,12.857645184136183,Low Fat,8,264.0884,5,1985,Medium,Tier 3,Supermarket Type3,4504.8028,NCS29,OUT027
5059,1284,19.0,Low Fat,9,129.8336,1,1987,High,Tier 3,Supermarket Type1,3451.5072,NCC06,OUT013
5060,514,8.895,Regular,0,207.4296,2,2007,High,Tier 2,Supermarket Type1,2492.7552,FDJ12,OUT017
5061,1106,18.0,Low Fat,0,78.5618,1,1987,High,Tier 3,Supermarket Type1,402.809,FDW48,OUT013
5062,1142,15.1,Regular,6,144.7786,2,2007,High,Tier 2,Supermarket Type1,2600.6148,FDX32,OUT017
5063,431,12.857645184136183,Regular,3,91.8488,5,1985,Medium,Tier 3,Supermarket Type3,2716.464,FDH02,OUT027
5064,287,20.5,Low Fat,5,75.8696,8,1997,Small,Tier 1,Supermarket Type1,2386.2272,FDD16,OUT046
5065,826,12.857645184136183,Low Fat,13,259.7962,5,1985,Medium,Tier 3,Supermarket Type3,8028.8822,FDR09,OUT027
5066,212,20.6,Low Fat,6,93.3778,3,2009,Medium,Tier 3,Supermarket Type2,1314.2892,FDB32,OUT018
5067,739,15.85,Low Fat,1,218.7166,1,1987,High,Tier 3,Supermarket Type1,4136.6154,FDP11,OUT013
5068,398,20.6,Regular,6,187.7556,9,1999,Medium,Tier 1,Supermarket Type1,3004.0896,FDG09,OUT049
5069,369,10.3,Regular,6,187.853,1,1987,High,Tier 3,Supermarket Type1,2656.542,FDF21,OUT013
5070,1356,12.857645184136183,Low Fat,11,55.2588,5,1985,Medium,Tier 3,Supermarket Type3,2748.4224,NCJ19,OUT027
5071,1169,17.6,Regular,10,111.3202,0,1998,High,Tier 3,Grocery Store,337.5606,FDY03,OUT010
5072,578,11.35,Regular,13,101.0016,1,1987,High,Tier 3,Supermarket Type1,2631.2416,FDK58,OUT013
5073,252,10.195,Low Fat,3,112.2886,9,1999,Medium,Tier 1,Supermarket Type1,2557.3378,FDC26,OUT049
5074,662,17.5,Low Fat,10,138.518,3,2009,Medium,Tier 3,Supermarket Type2,2376.906,FDN15,OUT018
5075,66,12.857645184136183,Low Fat,7,56.0614,5,1985,Medium,Tier 3,Supermarket Type3,2597.2858,DRH11,OUT027
